#,Nombre,Telefono,Direccion,Email oficial,Tipo email,Sitio web,Estado sitio,Calidad web,Observacion
101,Austin Roofing Company & Water Damage | WDR,+15128206505,"9711 Beck Cir, Austin, TX 78758",info@austinroofingandwaterdamage.com,Propio (dominio de la empresa),https://austinroofingandwaterdamage.com/?utm_campaign=gmb,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
102,Austin Roofing Company LLC,+15129527454,"12430 Metric Blvd Suite 2205, Austin, TX 78758",info@austinroofingcompany.us,Propio (dominio de la empresa),https://austinroofingcompany.us/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
103,Avco Roofing,+12144338033,"1225 W College Ave #504, Carrollton, TX 75006",office@avcoroofing.com,Propio (dominio de la empresa),https://avcoroofing.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
104,Banner Roofing & Construction,+16822071586,"1563 Laramie Ln, Frisco, TX 75033",//www.google.com/maps/place/banner+roofing+%26+construction+llc/@33.1621775,Propio (otro dominio),https://www.banner-roofing.com/,ALIVE_403,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
105,Barr Residential Roofing Services,+13257019529,"2250 Oak St, Abilene, TX 79602",info@trustbarr.com,Propio (dominio de la empresa),https://www.trustbarr.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
106,Basin Roofing & Construction,+14328537663,"8220 TX-191, Midland, TX 79707",info@basinroofing.com,Propio (dominio de la empresa),https://basinroofing.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
107,Beaumont Roofing,+14098999575,,beaumontroofing1@gmail.com,Propio (Gmail/Outlook de la empresa),https://www.beaumont-roofing.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
108,Beaumont Roofing Company,+19363103495,"6950 College St, Beaumont, TX 77707",info@beaumontroofingcompany.com,Propio (dominio de la empresa),https://www.beaumontroofingcompany.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
109,Beaumont Roofing Company,+18326794675,"6130 Muela Creek Dr, Beaumont, TX 77706",info@beaumontroofingcompany.com,Propio (dominio de la empresa),https://www.beaumontroofingcompany.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
110,"Berryman Roofing & Siding, LLC",+13619940342,"5417 Curtis Clark Dr, Corpus Christi, TX 78411",support@berrymanroof.com,Propio (dominio de la empresa),https://www.berrymanroof.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
111,Bert Roofing Inc.,+12142392699,"10021 Cayuga Dr, Dallas, TX 75228",mail@bertroofing.com,Propio (dominio de la empresa),https://bertroofing.com/?utm_campaign=gmb,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
112,Bill Sprauer Austin Roofing Company,+17377036290,"11116 Middle Fiskville Rd, Austin, TX 78753",billsprauerroofing@gmail.com,Propio (Gmail/Outlook de la empresa),https://www.sprauerroofingco.com/,ALIVE_403,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
113,Blue Hammer Roofing,+17372583054,"551 S I-35 Frontage Rd Ste 103, Round Rock, TX 78664",marketing@bluehammerroofing.com,Propio (dominio de la empresa),https://bluehammerroofing.com/areas-served/austin/?utm_source=google&utm_medium=organic&utm_campaign=gmb_austin,ALIVE_403,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
114,Blue Ridge Construction Services,+14322306965,,contact@txblueridge.com,Propio (dominio de la empresa),https://txblueridge.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
115,Brazos Valley Roofing Experts,+19795742412,"4040 Texas 6 Frontage Rd Ste 200, College Station, TX 77845",sales@bvroofingexperts.com,Propio (dominio de la empresa),https://bvroofingexperts.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
116,Cable's Roofing,+19034833359,"13033 State Hwy 155, Tyler, TX 75703",info@cablesroofing.com,Propio (dominio de la empresa),https://www.cablesroofing.com/?utm_campaign=gmb,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
117,Castex Roofing Co,+12547491579,"4112 Kendall Ln, Waco, TX 76705",//www.google.com/maps/place/castillo's+roofing+%26+construction+-+serving+central+texas+%e2%9c%85+100%25+financing/@31.5727912,Propio (otro dominio),https://www.castexroofingco.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
118,Castex Roofing Killeen,+12547491579,"3402 Regency Ct, Killeen, TX 76549",//www.google.com/maps/place/castillo's+roofing+%26+construction+-+serving+central+texas+%e2%9c%85+100%25+financing/@31.5727912,Propio (otro dominio),https://www.castexroofingco.com/killeen,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
119,Castro Roofing,+19567396862,"1821 N 23rd St Ste. 401, McAllen, TX 78501",alberto.castro.roofing@gmail.com,Propio (Gmail/Outlook de la empresa),https://castroroofs.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
120,Cedarline Roofing,+14329943733,"3000 N Garfield St Ste 232, Midland, TX 79705",info@cedarlineroofing.com,Propio (dominio de la empresa),https://cedarlineroofing.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
121,"Charles Terry Construction, Inc.",+14325206943,"2707 S County Rd 1206, Midland, TX 79706",office@charlesterryconstruction.biz,Propio (otro dominio),https://www.charlesterryconstruction.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
122,City Roofing Company,+18177381756,"4020 W Vickery Blvd, Fort Worth, TX 76107",info@cityroofing.net,Propio (dominio de la empresa),https://www.cityroofing.net/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
123,Clark Roofing,+12543744477,"221 Cotton Dr, Waco, TX 76712",info@clarkroofingtx.com,Propio (dominio de la empresa),https://www.clarkroofingtx.com/?utm_campaign=gmb,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
124,CLC Roofing Inc.,+18173064567,"600 W 6th St Fl 4, Suite B, Fort Worth, TX 76102",info@clcroofing.com,Propio (otro dominio),https://www.fortworthroofing.net/?utm_source=GMB&utm_medium=organic&utm_campaign=gmb,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
125,Clean Cut Roofing,+19032910848,"1905 E U.S. Hwy 80, White Oak, TX 75693",info@cleancut.com,Propio (dominio de la empresa),https://www.cleancut.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
126,Clear Choice Roofing - Austin,+15126402643,"5555 N Lamar Blvd Suite H135, Austin, TX 78751",office@clearchoiceroofingatx.com,Propio (dominio de la empresa),https://clearchoiceroofingatx.com/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
127,Conroe TX Roofing Company,+19362650922,"200 S Frazier St, Conroe, TX 77301",info@conroetxroofingcompany.com,Propio (dominio de la empresa),https://www.conroetxroofingcompany.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
128,Cool Roofs - Austin,+15129801297,"2121 E 6th St #201, Austin, TX 78702",hudson@coolroofs.co,Propio (dominio de la empresa),https://coolroofs.co/location/austin/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
129,CPR Roofing & General Contractors,+12149004964,"100 N Central Expy Ste 502, Richardson, TX 75080",info@cprroofinggc.com,Propio (dominio de la empresa),https://www.cprroofinggc.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
130,CRV Construction,+19564670455,"2212 Primrose Ave W C, McAllen, TX 78504",carlos@crvcompany.com,Propio (otro dominio),https://www.crvconstruction.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
131,Davis Roofing Solutions,+18178577663,"901 Bonnie Brae Ave, Fort Worth, TX 76111",frontdesk@davisroofingsolutions.com,Propio (dominio de la empresa),https://www.davisroofingsolutions.com/,ALIVE_403,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
132,Denali Roofing,+12543178025,,denaliroofingllc@gmail.com,Propio (Gmail/Outlook de la empresa),https://denaliroofingllc.net/?utm_source=omg-gbp&utm_medium=webclick,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
133,DFW Expert Roof Repair,+19728381977,"600 E John W Carpenter Fwy #502, Irving, TX 75062",dfwexpertroofrepair@gmail.com,Propio (Gmail/Outlook de la empresa),https://dfwexpertroofrepair.com/irving/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
134,Discount Roofing,+19367561170,"1110 N Loop 336 W # 220, Conroe, TX 77301",discountroofingeric@gmail.com,Propio (Gmail/Outlook de la empresa),https://discount-roofing.com/roofing-contractor-in-conroe-tx-service-area/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
135,Done Right Roofing & Construction,+19154120525,"1201 E Missouri Ave, El Paso, TX 79902",mannyramirez0309@gmail.com,Propio (Gmail/Outlook de la empresa),https://donerightroofingandconstruction.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
136,Dutchmark Roofing Beaumont Tx,+14097997663,"595 Orleans St #100, Beaumont, TX 77701",dutchmarkroofing@yahoo.com,Propio (Gmail/Outlook de la empresa),https://dutchmarkcontractors.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
137,Eagle Roofing & Construction,+18063405916,"3350 Olsen Blvd Suite 1500, Amarillo, TX 79109",office@eagleroofingamarillo.com,Propio (dominio de la empresa),https://eagleroofingamarillo.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
138,Elite Roofing LLC,+12142257663,"5900 S Lake Forest Dr #300, McKinney, TX 75070",info@eliteroofpro.com,Propio (dominio de la empresa),https://www.eliteroofpro.com/areas-we-serve/leading-roofer-in-mckinney,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
139,Falcon Point Roofing,+15125506786,"1 Chisholm Trail Rd Suit 450, Round Rock, TX 78665",contact@falconpointroofing.com,Propio (dominio de la empresa),https://falconpointroofing.com/locations/round-rock-roofing-company/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
140,Falcon Roofing & Restoration,+12547496666,"17 N 2nd St #1011, Temple, TX 76501",info@falconroofingtexas.com,Propio (dominio de la empresa),https://falconroofingtexas.com/roofing-companies-near-me/temple-tx/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
141,Fetch Roofing,+19729280691,"4111 US-80 Ste 107, Mesquite, TX 75150",office@fetchroofing.com,Propio (dominio de la empresa),https://fetchroofing.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
142,Fireman’s Roofing and General Contractor LLC,+12143257014,"7101 S Custer Rd #4307, McKinney, TX 75070",don@firemansroofingtexas.com,Propio (dominio de la empresa),https://firemansroofingtexas.com/,ALIVE_403,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
143,Five Star Roofing and Property Services,+16823457827,"3400 N Central Expy #121, Richardson, TX 75080",jay@fivestarprops.com,Propio (otro dominio),https://dfw-repairs.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
144,Forster Construction,+18067945600,"8602 Ash Ave D-1, Lubbock, TX 79404",forsterconstruction@hotmail.com,Propio (Gmail/Outlook de la empresa),https://forsterconstruction.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
145,Galindo Roofing Inc,+13256584890,"65 E Washington Dr, San Angelo, TX 76903",galindoroofing@yahoo.com,Propio (Gmail/Outlook de la empresa),https://galindoroofinginc.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
146,Garland Commercial Roofing,+19452127985,"115 N 9th St, Garland, TX 75040",info@garlandcommercialroofing.net,Propio (dominio de la empresa),https://garlandcommercialroofing.net/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
147,GOAT Roofing,+14695548899,"1510 Randolph St #405, Carrollton, TX 75006",manager@mygoatroofing.com,Propio (dominio de la empresa),https://www.mygoatroofing.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
148,Graves Roofing and Restoration,+12142053274,"2060 N Collins Blvd Suite 114A, Richardson, TX 75080",info@gravesroofing.com,Propio (dominio de la empresa),https://www.gravesroofing.com/?utm_source=google&utm_medium=organic&utm_campaign=google-business-profile&utm_content=richardson,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
149,HailCat Roofing,+18329511394,"2525 N Frazier St Ste. 6300, Conroe, TX 77303",info@hailcatroofing.com,Propio (dominio de la empresa),https://hailcatroofing.com/,ALIVE_406,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
150,HBC Roofing,+19564018025,"2319 San Dario Ave, Laredo, TX 78040",hbcroofing@outlook.com,Propio (Gmail/Outlook de la empresa),https://hbcroofing.us/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
151,Helsley Roofing Company,+19725788982,"6817 K Ave #102, Plano, TX 75074",info@helsleyroofing.com,Propio (dominio de la empresa),https://helsleyroofing.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,ALIVE_403,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
152,Home Quality Solutions Roofing,+19727430331,"3839 McKinney Ave Suite 155-2417, Dallas, TX 75204",info@hqs.metamedia.cloud,Propio (otro dominio),https://homequalitysolutions.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
153,Houston Roofing Experts,+17132913866,"1430 Yale St, Houston, TX 77008",sales@houstonroofingexperts.com,Propio (dominio de la empresa),https://houstonroofingexperts.com/,ALIVE_403,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
154,Imperium Roofing,+19729051702,"1000 Jupiter Rd #800, Plano, TX 75074",chase@imperium-roofing.com,Propio (dominio de la empresa),https://imperium-roofing.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_tracking,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
155,Integrity Roofing & Siding,+12103407663,"4807 West Ave, San Antonio, TX 78213",info@integritysa.com,Propio (dominio de la empresa),https://integritysa.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,ALIVE_403,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
156,Irving Commercial Roofing Company,+14696892661,"132 W Irving Blvd, Irving, TX 75060",info@irvingcommercialroofingcompany.net,Propio (dominio de la empresa),https://irvingcommercialroofingcompany.net/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
157,"J M Flores Roofing & Construction, Inc",+19567234334,"5805 US-59, Laredo, TX 78043",sales@jmfloresroofingandconstructioninc.com,Propio (dominio de la empresa),https://www.jmfloresroofingandconstructioninc.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
158,Ja-Mar Roofing & Sheet Metal - Abilene,+13256720204,"642 Pecan St, Abilene, TX 79602",sales@jamarroofing.com,Propio (dominio de la empresa),https://www.jamarroofing.com/abilene-roofers/?utm_source=google&utm_medium=gbp&utm_campaign=Abilene,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
159,JCI Roofing Company,+19722454025,"3108 Old Denton Rd Apt 115, Carrollton, TX 75007",contact@jciroofing.com,Propio (dominio de la empresa),https://www.jciroofing.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
160,Kent Elliott Roofing,+13256552800,"128 W Washington Dr, San Angelo, TX 76903",ofm@kentelliottconstruction.com,Propio (otro dominio),https://www.kentelliottroofing.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
161,Kidd Roofing,+15126717791,"1212 E Anderson Ln #200, Austin, TX 78752",info@kiddroof.com,Propio (dominio de la empresa),https://www.kiddroof.com/austin-roofing/?utm_source=gmb&utm_medium=organic&utm_campaign=austin,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
162,Kidd Roofing,+19728237663,"2916 W Story Rd, Irving, TX 75038",info@kiddroof.com,Propio (dominio de la empresa),https://www.kiddroof.com/dallas-roofing/?utm_source=gmb&utm_medium=organic&utm_campaign=irving,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
163,Langford Roofing,+19037901964,"1727 Clearwood Dr, Longview, TX 75604",//www.google.com/maps/place/langford+roofing/@32.5103568,Propio (otro dominio),https://langfordroofingservice.com/,ALIVE_403,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
164,Lon Smith Roofing & Construction,+18179268400,"904 E Waggoman St, Fort Worth, TX 76110",info@lonsmith.com,Propio (dominio de la empresa),https://www.lonsmith.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
165,Lonestar Roofing And Construction,+18884211688,"2400 Garden Park Ct, Arlington, TX 76013",info@lonestarrac.com,Propio (dominio de la empresa),https://lonestarrac.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
166,Major League Roofing,+14697087663,"2770 Main St #181, Frisco, TX 75033",susanryan3221@gmail.com,Propio (Gmail/Outlook de la empresa),https://mlroof.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
167,Mak Roofing & Construction,,"306 E Paisano Dr #587, El Paso, TX 79901",makconstruction.us@gmail.com,Propio (Gmail/Outlook de la empresa),https://elpasoroofings.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
168,Mammoth Roofing Services,+13252184448,"4005 Christoval Rd, San Angelo, TX 76903",info@usmammoth.com,Propio (dominio de la empresa),https://www.usmammoth.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
169,Marant Roofing & Construction,+19407611717,"1600 McGregor Ave, Wichita Falls, TX 76301",marantroofing@gmail.com,Propio (Gmail/Outlook de la empresa),https://www.marantroofingandconstruction.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,ALIVE_403,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
170,Martinez Roofing 254 LLC,+12546905811,,martinezroofing254@yahoo.com,Propio (Gmail/Outlook de la empresa),https://martinezroofing254.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
171,Mataska Roofing,+19406915722,"2409 Cambridge Ave, Wichita Falls, TX 76308",mataskaroofingllc@gmail.com,Propio (Gmail/Outlook de la empresa),https://mataskaroofing.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
172,Maverick Roofing,+18067058373,"3223 S Loop 289 Ste 410, Lubbock, TX 79423",info@maverickroofing.com,Propio (dominio de la empresa),https://maverickroofing.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
173,Maya Brothers Roofing & Remodeling,+19453444130,"500 N Central Expy Suite 500, Plano, TX 75074",emiliano@mayabrothers.com,Propio (dominio de la empresa),https://www.mayabrothers.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
174,McKinney Roofing,+19723691011,"2117 Waterbrook Dr, McKinney, TX 75070",mckinney.roofer@gmail.com,Propio (Gmail/Outlook de la empresa),https://mckinneyroofing.net/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
175,Meis Roofing,+18177359031,"4617 Diaz Ave, Fort Worth, TX 76107",info@meisroofing.com,Propio (dominio de la empresa),https://meisroofing.com/roofing-locations/fort-worth-tx-roofer/?utm_source=gbp-fortworth&utm_medium=organic&utm_campaign=gbp-listing-main,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
176,Mesquite Roofing & Construction,+19726813183,"701 TX-352, Mesquite, TX 75149",mesquiteroofingandconstruction@gmail.com,Propio (Gmail/Outlook de la empresa),https://mesquiteroofingandconstruction.com/?utm_source=omg-gbp&utm_medium=webclick,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
177,MFB Roofing LLC,+19727412507,"3047 E Meadows Blvd suite a, Mesquite, TX 75150",john@mfbroofing.com,Propio (dominio de la empresa),https://mfbroofing.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
178,Montgomery Roofing - Waco Roofers,+12546551024,"219 S 4th St, Waco, TX 76701",info@roofstexas.com,Propio (dominio de la empresa),https://roofstexas.com/waco-roofers/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
179,Morales Roofers,+14693639649,"2022 113th St Suite 104, Grand Prairie, TX 75050",rm@moralesroofers.com,Propio (dominio de la empresa),https://www.moralesroofers.com/?utm_source=Google&utm_medium=Organic&utm_campaign=GMB&utm_id=Morales+Roofers,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
180,Nailed It Roofing and Construction,+16823236128,"719 W Harris Rd Ste E20, Arlington, TX 76001",office@naileditroofer.com,Propio (dominio de la empresa),https://www.naileditroofer.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
181,New Elite Roofing,+12145644355,"2435 N Central Expy 12th floor, Richardson, TX 75080",ivan@neweliteroofing.com,Propio (dominio de la empresa),https://neweliteroofing.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
182,New View Roofing,+14697153817,"4722 Gaston Ave, Dallas, TX 75246",info@newviewroofing.com,Propio (dominio de la empresa),https://newviewroofing.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
183,New View Roofing,+14696639730,"1213 Woodleigh Dr, Irving, TX 75061",info@newviewroofing.com,Propio (dominio de la empresa),https://newviewroofing.com/service-area/irving-tx/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
184,Next Level Roofing,+19567718491,"1312 Houston St ste 43, Laredo, TX 78040",victor@nextlevelroofingtx.com,Propio (dominio de la empresa),https://www.nextlevelroofingtx.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
185,Over the Top Roofing,+19403916773,"2025 Lake Crest Ln, Denton, TX 76208",%20ccracingtx7@yahoo.com,Propio (Gmail/Outlook de la empresa),https://ntxroofs.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
186,Patriot Roofing,+13252131923,"3274 S 27th St Ste 121, Abilene, TX 79605",patriotroofingsjt@yahoo.com,Propio (Gmail/Outlook de la empresa),https://texasroofcontractor.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
187,PB Roofing,+14328537270,"13311 W County Rd 122, Odessa, TX 79765",//www.google.com/maps/place/pb+roofing/@31.9056224,Propio (otro dominio),https://roofingpb.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
188,Peak Roofing and Construction,+19723357325,"6841 Ash St, Frisco, TX 75034",//www.google.com/maps/place/peak+roofing+systems/@33.158785,Propio (otro dominio),https://www.peakroofingconstruction.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
189,Pearland Roofing Company,+13462484996,"4205 W Broadway St Ste 205, Pearland, TX 77581",info@pearlandroofingcompany.com,Propio (dominio de la empresa),https://www.pearlandroofingcompany.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
190,Permian Roofing,+14323007694,"501 S Webster St, Midland, TX 79701",permianroofing@gmail.com,Propio (Gmail/Outlook de la empresa),https://permianroofing.net/midland,ALIVE_406,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
191,Phillips Roofing,+13618153866,"3333 S Padre Island Dr #103, Corpus Christi, TX 78415",jeremy@phillipsroof.com,Propio (dominio de la empresa),https://phillipsroof.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
192,Pioneer United Roofing LLC,+12544584225,"304 N 8th St Ste 102, Killeen, TX 76541",pioneerunitedroofing@gmail.com,Propio (Gmail/Outlook de la empresa),https://www.pioneerutdroofing.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
193,Platinum Contracting LLC | Texas's Best Commercial/Residential Roofing Contractor,+18556757663,"2301 Executive Dr A, Garland, TX 75041",info@platinumcontract.com,Propio (dominio de la empresa),https://platinumcontract.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
194,Pride Roofing Xperts,+19562913440,"2815 Central Blvd E, Brownsville, TX 78520",sales@prideroofingxperts.com,Propio (dominio de la empresa),https://prideroofingxperts.com/,ALIVE_403,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
195,Priority Roofing,+14696158193,"1420 W Mockingbird Ln Ste 540, Dallas, TX 75247",office@priorityroofs.com,Propio (dominio de la empresa),https://priorityroofs.com/location/dallas/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
196,Priority Roofing,+18066901127,"3505 Olsen Blvd # 104, Amarillo, TX 79109",amarillo@priorityroofs.com,Propio (dominio de la empresa),https://priorityroofs.com/location/amarillo/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
197,Priority Roofing,+18178231075,"9433 N Beach St #121, Fort Worth, TX 76244",ftworth@priorityroofs.com,Propio (dominio de la empresa),https://priorityroofs.com/location/fortworth/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
198,Priority Roofing,+12542995398,"4949 Franklin Ave Ste A, Waco, TX 76710",waco@priorityroofs.com,Propio (dominio de la empresa),https://priorityroofs.com/location/waco/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
199,Pristine Roofing and Construction,+18065570060,"3350 Olsen Blvd #2000, Amarillo, TX 79109",hello@pristineroof.com,Propio (dominio de la empresa),https://www.pristineroof.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
200,Pro American Roofing,+19453407256,"226 Commercial St, Garland, TX 75040",email@gmail.com,Propio (Gmail/Outlook de la empresa),https://proamericanroofing.com/,ALIVE_200,SITIO ACTIVO (moderno),Sitio web aparentemente funcional
